time,game,money_spent,balance
03/11/2024 16:27:16,slotMachine,100,13400
03/11/2024 16:27:16,slotMachine,100,13300
03/11/2024 16:27:17,slotMachine,100,13200
03/11/2024 16:27:17,slotMachine,100,13100
03/11/2024 16:27:17,slotMachine,100,16000
03/11/2024 16:27:18,slotMachine,100,15900
03/11/2024 16:27:18,slotMachine,100,15800
03/11/2024 16:27:19,slotMachine,100,17200
03/11/2024 16:27:19,slotMachine,100,17100
03/11/2024 16:49:37,dice,1000,0
03/11/2024 16:54:15,dice,1000,4000
03/11/2024 16:54:24,dice,2000,2000
03/11/2024 16:54:53,dice,1000,11000
03/11/2024 16:55:06,dice,2000,9000
03/11/2024 16:55:16,dice,4,8996
03/11/2024 16:55:28,dice,100,8896
03/11/2024 17:00:03,dice,1000,7896
03/11/2024 17:09:08,dice,500,7396
03/11/2024 17:15:06,slotMachine,100,10296
03/11/2024 17:15:07,slotMachine,100,10196
03/11/2024 17:15:08,slotMachine,100,10096
03/11/2024 17:15:09,slotMachine,100,9996
03/11/2024 17:16:00,slotMachine,100,0
03/11/2024 17:18:38,flip_coin,1000,3000
03/11/2024 18:39:59,slotMachine,100,2900
03/11/2024 18:39:59,slotMachine,100,2800
03/11/2024 18:40:00,slotMachine,100,2700
03/11/2024 18:40:00,slotMachine,100,2600
03/11/2024 18:40:11,slotMachine,100,2500
03/11/2024 18:40:12,slotMachine,100,2400
03/11/2024 18:40:12,slotMachine,100,2300
03/11/2024 18:40:13,slotMachine,100,2200
03/11/2024 18:40:14,slotMachine,100,3600
03/11/2024 18:40:14,slotMachine,100,3500
03/11/2024 18:40:15,slotMachine,100,3400
03/11/2024 18:40:15,slotMachine,100,3300
03/11/2024 18:40:15,slotMachine,100,3200
03/11/2024 18:40:16,slotMachine,100,6100
03/11/2024 18:40:16,slotMachine,100,6000
03/11/2024 18:40:17,slotMachine,100,5900
03/11/2024 18:40:17,slotMachine,100,5800
03/11/2024 18:40:17,slotMachine,100,7200
03/11/2024 18:43:55,slotMachine,100,8600
03/11/2024 18:43:55,slotMachine,100,8500
03/11/2024 18:43:56,slotMachine,100,8400
03/11/2024 18:43:57,slotMachine,100,8300
03/11/2024 18:43:57,slotMachine,100,8200
03/11/2024 18:43:58,slotMachine,100,9600
03/11/2024 18:43:58,slotMachine,100,9500
03/11/2024 18:43:58,slotMachine,100,10900
03/11/2024 18:43:59,slotMachine,100,10800
03/11/2024 18:43:59,slotMachine,100,10700
03/11/2024 18:44:00,slotMachine,100,10600
03/11/2024 18:44:00,slotMachine,100,10500
03/11/2024 18:44:15,slotMachine,100,11900
03/11/2024 18:44:15,slotMachine,100,11800
03/11/2024 18:44:16,slotMachine,100,11700
03/11/2024 18:44:16,slotMachine,100,11600
03/11/2024 18:45:00,slotMachine,100,11500
03/11/2024 18:45:01,slotMachine,100,11400
03/11/2024 18:45:01,slotMachine,100,11300
03/11/2024 18:45:01,slotMachine,100,11200
03/11/2024 18:45:45,dice,10000,1200
03/11/2024 18:46:12,slotMachine,100,1100
03/11/2024 18:46:13,slotMachine,100,2500
03/11/2024 18:46:13,slotMachine,100,2400
03/11/2024 18:46:14,slotMachine,100,2300
03/11/2024 18:46:14,slotMachine,100,2200
03/11/2024 18:46:14,slotMachine,100,2100
03/11/2024 18:46:15,slotMachine,100,2000
03/11/2024 18:46:15,slotMachine,100,1900
03/11/2024 18:46:16,slotMachine,100,1800
03/11/2024 18:46:16,slotMachine,100,4700
03/11/2024 18:46:17,slotMachine,100,4600
03/11/2024 18:46:17,slotMachine,100,4500
03/11/2024 18:46:17,slotMachine,100,4400
03/11/2024 18:46:18,slotMachine,100,4300
03/11/2024 18:46:18,slotMachine,100,4200
03/11/2024 18:46:19,slotMachine,100,4100
03/11/2024 18:46:19,slotMachine,100,4000
03/11/2024 18:46:19,slotMachine,100,5400
03/11/2024 23:38:28,flip_coin,5400,10800
03/11/2024 23:41:29,flip_coin,1000,11800
03/11/2024 23:42:01,flip_coin,10000,21800
03/11/2024 23:43:21,flip_coin,10000,11800
03/11/2024 23:43:38,slotMachine,100,14700
03/11/2024 23:43:45,slotMachine,100,14600
03/11/2024 23:43:46,slotMachine,100,14500
03/11/2024 23:44:15,slotMachine,100,14400
03/11/2024 23:44:18,slotMachine,100,14300
03/11/2024 23:44:19,slotMachine,100,14200
03/11/2024 23:44:20,slotMachine,100,14100
03/11/2024 23:44:21,slotMachine,100,14000
03/11/2024 23:44:22,slotMachine,100,13900
03/11/2024 23:44:23,slotMachine,100,13800
03/11/2024 23:44:23,slotMachine,100,13700
03/11/2024 23:44:24,slotMachine,100,13600
03/11/2024 23:44:25,slotMachine,100,15000
03/11/2024 23:44:25,slotMachine,100,14900
03/11/2024 23:44:26,slotMachine,100,14800
03/11/2024 23:44:27,slotMachine,100,14700
03/11/2024 23:44:27,slotMachine,100,14600
03/11/2024 23:44:28,slotMachine,100,14500
03/11/2024 23:44:28,slotMachine,100,14400
03/11/2024 23:44:29,slotMachine,100,14300
03/11/2024 23:44:29,slotMachine,100,14200
03/11/2024 23:44:29,slotMachine,100,14100
03/11/2024 23:44:31,slotMachine,100,14000
03/11/2024 23:44:31,slotMachine,100,13900
03/11/2024 23:44:32,slotMachine,100,13800
03/11/2024 23:44:33,slotMachine,100,15200
03/11/2024 23:44:33,slotMachine,100,15100
03/11/2024 23:44:33,slotMachine,100,15000
03/11/2024 23:44:34,slotMachine,100,14900
03/11/2024 23:44:34,slotMachine,100,14800
03/11/2024 23:44:35,slotMachine,100,14700
03/11/2024 23:44:35,slotMachine,100,14600
03/11/2024 23:44:36,slotMachine,100,16000
03/11/2024 23:44:36,slotMachine,100,15900
03/11/2024 23:44:36,slotMachine,100,15800
03/11/2024 23:44:37,slotMachine,100,15700
03/11/2024 23:44:37,slotMachine,100,17100
03/11/2024 23:44:38,slotMachine,100,17000
03/11/2024 23:44:38,slotMachine,100,16900
03/11/2024 23:48:58,rock_paper_scissors,10000,36900
04/11/2024 00:26:28,rock_paper_scissors,1000,9000
04/11/2024 00:26:51,rock_paper_scissors,1000,11000
04/11/2024 00:27:30,dice,10,10990
04/11/2024 00:28:57,dice,1000,9000
04/11/2024 00:29:13,rock_paper_scissors,1000,9000
04/11/2024 17:57:07,dice,900,8100
04/11/2024 20:26:39,slotMachine,100,8000
04/11/2024 20:26:40,slotMachine,100,7900
04/11/2024 20:27:04,rock_paper_scissors,1000,9900
04/11/2024 20:27:33,rock_paper_scissors,1000,11900
04/11/2024 20:27:41,rock_paper_scissors,1000,11900
04/11/2024 20:27:54,rock_paper_scissors,1000,11900
04/11/2024 20:28:17,rock_paper_scissors,1000,10900
04/11/2024 20:28:52,rock_paper_scissors,2000,10900
04/11/2024 20:30:41,rock_paper_scissors,10000,30900
04/11/2024 20:30:50,slotMachine,100,30800
04/11/2024 20:30:50,slotMachine,100,30700
04/11/2024 20:30:51,slotMachine,100,30600
04/11/2024 20:30:52,slotMachine,100,30500
04/11/2024 20:30:53,slotMachine,100,30400
04/11/2024 20:30:53,slotMachine,100,30300
04/11/2024 20:30:53,slotMachine,100,30200
04/11/2024 20:30:54,slotMachine,100,30100
04/11/2024 20:30:54,slotMachine,100,31500
04/11/2024 20:30:55,slotMachine,100,31400
04/11/2024 20:30:55,slotMachine,100,40300
04/11/2024 20:30:56,slotMachine,100,40200
04/11/2024 20:30:57,slotMachine,100,41600
04/11/2024 20:30:58,slotMachine,100,41500
04/11/2024 20:30:58,slotMachine,100,44400
04/11/2024 20:30:59,slotMachine,100,44300
04/11/2024 20:31:00,slotMachine,100,44200
04/11/2024 20:31:00,slotMachine,100,50100
04/11/2024 20:31:01,slotMachine,100,50000
04/11/2024 20:31:03,slotMachine,100,49900
04/11/2024 20:31:03,slotMachine,100,49800
04/11/2024 20:31:05,slotMachine,100,55700
04/11/2024 20:31:08,slotMachine,100,55600
04/11/2024 20:31:09,slotMachine,100,55500
04/11/2024 20:31:10,slotMachine,100,56900
04/11/2024 20:31:12,slotMachine,100,56800
04/11/2024 20:31:13,slotMachine,100,56700
04/11/2024 20:31:14,slotMachine,100,56600
04/11/2024 20:31:15,slotMachine,100,56500
04/11/2024 20:31:16,slotMachine,100,57900
04/11/2024 20:31:16,slotMachine,100,57800
04/11/2024 20:31:17,slotMachine,100,57700
04/11/2024 20:31:17,slotMachine,100,60600
04/11/2024 20:31:18,slotMachine,100,60500
04/11/2024 20:31:18,slotMachine,100,60400
04/11/2024 20:31:19,slotMachine,100,60300
04/11/2024 20:31:19,slotMachine,100,63200
04/11/2024 20:31:20,slotMachine,100,64600
04/11/2024 20:31:20,slotMachine,100,64500
04/11/2024 20:31:21,slotMachine,100,64400
04/11/2024 20:31:21,slotMachine,100,70300
04/11/2024 20:31:21,slotMachine,100,70200
04/11/2024 20:31:22,slotMachine,100,70100
04/11/2024 20:31:22,slotMachine,100,70000
04/11/2024 20:31:23,slotMachine,100,69900
04/11/2024 20:31:39,flip_coin,69900,0
16/11/2024 17:15:19,rock_paper_scissors,5000,1000
16/11/2024 17:32:09,rock_paper_scissors,1000,0
16/11/2024 17:35:28,rock_paper_scissors,1001,1000
16/11/2024 17:38:58,slotMachine,100,900
16/11/2024 17:39:00,slotMachine,100,800
16/11/2024 17:39:01,slotMachine,100,700
16/11/2024 17:39:02,slotMachine,100,600
16/11/2024 17:39:04,slotMachine,100,500
16/11/2024 17:39:15,slotMachine,100,400
16/11/2024 17:39:17,slotMachine,100,300
16/11/2024 17:39:20,slotMachine,100,200
16/11/2024 17:39:21,slotMachine,100,100
16/11/2024 17:39:21,slotMachine,100,0
16/11/2024 17:42:29,slotMachine,100,6900
16/11/2024 17:42:32,slotMachine,100,6800
16/11/2024 17:42:35,slotMachine,100,14200
16/11/2024 17:42:36,slotMachine,100,14100
16/11/2024 17:42:38,slotMachine,100,14000
16/11/2024 17:42:39,slotMachine,100,16900
16/11/2024 17:42:41,slotMachine,100,16800
16/11/2024 17:42:42,slotMachine,100,19700
16/11/2024 17:42:46,slotMachine,100,19600
16/11/2024 17:42:48,slotMachine,100,19500
16/11/2024 17:42:49,slotMachine,100,19400
16/11/2024 17:42:50,slotMachine,100,19300
16/11/2024 17:42:51,slotMachine,100,19200
16/11/2024 17:42:52,slotMachine,100,19100
16/11/2024 17:42:52,slotMachine,100,19000
16/11/2024 17:42:53,slotMachine,100,18900
16/11/2024 17:42:54,slotMachine,100,18800
16/11/2024 17:42:55,slotMachine,100,18700
16/11/2024 17:42:56,slotMachine,100,18600
16/11/2024 17:42:56,slotMachine,100,18500
16/11/2024 17:42:57,slotMachine,100,19900
16/11/2024 17:42:57,slotMachine,100,19800
16/11/2024 17:42:58,slotMachine,100,19700
16/11/2024 17:42:58,slotMachine,100,19600
16/11/2024 17:42:59,slotMachine,100,19500
16/11/2024 17:43:00,slotMachine,100,19400
16/11/2024 17:43:01,slotMachine,100,19300
16/11/2024 17:43:01,slotMachine,100,19200
16/11/2024 17:43:02,slotMachine,100,19100
16/11/2024 17:43:03,slotMachine,100,19000
16/11/2024 17:43:03,slotMachine,100,20400
16/11/2024 17:43:04,slotMachine,100,20300
